"","tve_user_id","ft_start","ft_end"
"5183",16417000,2017-04-29,2017-05-06
"5184",16417647,2017-04-29,2017-05-06
"5185",16418884,2017-04-29,2017-05-06
"5186",16419004,2017-04-29,2017-05-06
"5187",16416092,2017-04-29,2017-05-06
"5188",16419674,2017-04-29,2017-05-06
"5189",16420489,2017-04-29,2017-05-06
"5190",16420538,2017-04-29,2017-05-06
"5191",16420687,2017-04-29,2017-05-06
"5192",16421207,2017-04-29,2017-05-06
"5193",16421466,2017-04-29,2017-05-06
"5194",16407085,2017-04-29,2017-05-06
"5195",16422600,2017-04-29,2017-05-06
"5196",16422729,2017-04-29,2017-05-06
"5197",16423778,2017-04-29,2017-05-06
"5198",16425775,2017-04-29,2017-05-06
"5199",16426464,2017-04-29,2017-05-06
"5200",16426870,2017-04-29,2017-05-06
"5201",16427392,2017-04-29,2017-05-06
"5202",16449052,2017-05-01,2017-05-08
"5203",16454250,2017-05-02,2017-05-09
"5204",16470211,2017-05-04,2017-05-11
"5205",16470726,2017-05-04,2017-05-11
"5206",16472074,2017-05-04,2017-05-11
"5207",16483746,2017-05-06,2017-05-13
"5208",16521413,2017-05-10,2017-05-17
"5209",16524817,2017-05-10,2017-05-17
"5210",16537720,2017-05-12,2017-05-19
"5211",16544718,2017-05-13,2017-05-20
"5212",16545258,2017-05-13,2017-05-20
"5213",16570588,2017-05-16,2017-05-23
"5214",16571773,2017-05-16,2017-05-23
"5215",16530052,2017-05-17,2017-05-24
"5216",16583671,2017-05-17,2017-06-16
"5217",16588756,2017-05-18,2017-06-17
"5218",16568430,2017-05-19,2017-06-18
"5219",16606532,2017-05-20,2017-06-19
"5220",16610747,2017-05-20,2017-06-19
"5221",16613747,2017-05-20,2017-06-19
"5222",16616477,2017-05-20,2017-06-19
"5223",16619487,2017-05-21,2017-06-20
"5224",16610917,2017-05-21,2017-06-20
"5225",16620433,2017-05-21,2017-06-20
"5226",16625027,2017-05-21,2017-06-20
"5227",16626011,2017-05-21,2017-06-20
"5228",16628423,2017-05-21,2017-06-20
"5229",16628485,2017-05-21,2017-06-20
"5230",16631138,2017-05-21,2017-06-20
"5231",16631838,2017-05-21,2017-06-20
"5232",16632267,2017-05-21,2017-06-20
"5233",16634077,2017-05-21,2017-06-20
"5234",16637578,2017-05-21,2017-06-20
"5235",16637695,2017-05-21,2017-06-20
"5236",16638536,2017-05-21,2017-06-20
"5237",16638814,2017-05-21,2017-06-20
"5238",16639523,2017-05-21,2017-06-20
"5239",16641936,2017-05-21,2017-06-20
"5240",16642036,2017-05-21,2017-06-20
"5241",16642348,2017-05-21,2017-06-20
"5242",16643994,2017-05-21,2017-06-20
"5243",16644205,2017-05-21,2017-06-20
"5244",16646431,2017-05-21,2017-06-20
"5245",16646866,2017-05-21,2017-06-20
"5246",16649158,2017-05-21,2017-06-20
"5247",16650180,2017-05-21,2017-06-20
"5248",16650563,2017-05-21,2017-06-20
"5249",16650601,2017-05-21,2017-06-20
"5250",16650991,2017-05-21,2017-06-20
"5251",16638650,2017-05-22,2017-06-21
"5252",16648529,2017-05-22,2017-06-21
"5253",16655574,2017-05-22,2017-06-21
"5254",11974020,2017-05-22,2017-06-21
"5255",16655903,2017-05-22,2017-06-21
"5256",16656834,2017-05-22,2017-06-21
"5257",16657336,2017-05-22,2017-06-21
"5258",16658973,2017-05-22,2017-06-21
"5259",16662185,2017-05-22,2017-06-21
"5260",16661375,2017-05-22,2017-06-21
"5261",16662327,2017-05-22,2017-06-21
"5262",16662598,2017-05-22,2017-06-21
"5263",16662775,2017-05-22,2017-06-21
"5264",16670518,2017-05-22,2017-06-21
"5265",16670839,2017-05-22,2017-06-21
"5266",16671016,2017-05-22,2017-06-21
"5267",16672300,2017-05-22,2017-06-21
"5268",16675023,2017-05-22,2017-06-21
"5269",16676383,2017-05-22,2017-06-21
"5270",16676623,2017-05-22,2017-06-21
"5271",16677013,2017-05-22,2017-06-21
"5272",16677720,2017-05-22,2017-06-21
"5273",16680163,2017-05-22,2017-06-21
"5274",16680619,2017-05-22,2017-06-21
"5275",16681805,2017-05-22,2017-06-21
"5276",16683207,2017-05-22,2017-06-21
"5277",16685251,2017-05-22,2017-06-21
"5278",16686059,2017-05-22,2017-06-21
"5279",16687521,2017-05-22,2017-06-21
"5280",16692286,2017-05-22,2017-06-21
"5281",16692615,2017-05-23,2017-06-22
"5282",16693038,2017-05-23,2017-06-22
"5283",16693853,2017-05-23,2017-06-22
"5284",16696240,2017-05-23,2017-06-22
"5285",16696582,2017-05-23,2017-06-22
"5286",16696926,2017-05-23,2017-06-22
"5287",16697374,2017-05-23,2017-06-22
"5288",16697550,2017-05-23,2017-06-22
"5289",16702476,2017-05-23,2017-06-22
"5290",16706286,2017-05-23,2017-06-22
"5291",16707523,2017-05-23,2017-06-22
"5292",16708728,2017-05-23,2017-06-22
"5293",16709098,2017-05-23,2017-06-22
"5294",16709807,2017-05-24,2017-06-23
"5295",16710473,2017-05-24,2017-06-23
"5296",16712009,2017-05-24,2017-06-23
"5297",16714564,2017-05-24,2017-06-23
"5298",16714798,2017-05-24,2017-06-23
"5299",16714767,2017-05-24,2017-06-23
"5300",16715493,2017-05-24,2017-06-23
"5301",16716704,2017-05-24,2017-06-23
"5302",16719224,2017-05-24,2017-06-23
"5303",16719392,2017-05-24,2017-06-23
"5304",16720848,2017-05-24,2017-06-23
"5305",16726861,2017-05-25,2017-06-24
"5306",16730361,2017-05-25,2017-06-24
"5307",16732354,2017-05-25,2017-06-24
"5308",16739245,2017-05-26,2017-06-25
"5309",16739254,2017-05-26,2017-06-25
"5310",16741872,2017-05-26,2017-06-25
"5311",16757596,2017-05-27,2017-06-26
"5312",16760235,2017-05-27,2017-06-26
"5313",16759720,2017-05-27,2017-06-26
"5314",16765627,2017-05-28,2017-06-27
"5315",16770044,2017-05-28,2017-06-27
"5316",16773900,2017-05-28,2017-06-27
"5317",16778965,2017-05-29,2017-06-28
"5318",16674655,2017-05-29,2017-06-28
"5319",16736513,2017-05-29,2017-06-28
"5320",16785793,2017-05-29,2017-06-28
"5321",16789341,2017-05-29,2017-06-28
"5322",16794499,2017-05-30,2017-06-29
"5323",16801186,2017-05-30,2017-06-29
"5324",16804717,2017-05-31,2017-06-30
"5325",16807489,2017-05-31,2017-06-30
"5326",16811135,2017-05-31,2017-06-30
"5327",16811266,2017-05-31,2017-06-30
"5328",16812399,2017-06-01,2017-07-01
"5329",16817046,2017-06-01,2017-07-01
"5330",16817621,2017-06-01,2017-07-01
"5331",16817585,2017-06-02,2017-07-02
"5332",16826121,2017-06-02,2017-07-02
"5333",16828511,2017-06-03,2017-07-03
"5334",16819751,2017-06-03,2017-07-03
"5335",16809711,2017-06-03,2017-07-03
"5336",16837481,2017-06-03,2017-07-03
"5337",16840946,2017-06-04,2017-07-04
"5338",16841758,2017-06-04,2017-07-04
"5339",16844120,2017-06-04,2017-07-04
"5340",16852682,2017-06-05,2017-07-05
"5341",15497218,2017-02-06,2017-02-13
"5342",15498315,2017-02-06,2017-02-13
"5343",15507492,2017-02-06,2017-02-13
"5344",15516865,2017-02-07,2017-02-14
"5345",15537968,2017-02-09,2017-02-16
"5346",15545361,2017-02-10,2017-02-17
"5347",15555616,2017-02-11,2017-02-18
"5348",15567554,2017-02-12,2017-02-19
"5349",15568827,2017-02-12,2017-02-19
"5350",15923465,2017-03-10,2017-03-17
"5351",15934808,2017-03-11,2017-03-18
"5352",15936374,2017-03-11,2017-03-18
"5353",15950227,2017-03-12,2017-03-19
"5354",15950825,2017-03-13,2017-03-20
"5355",15967904,2017-03-14,2017-03-21
"5356",15978798,2017-03-15,2017-03-22
"5357",15979996,2017-03-15,2017-03-22
"5358",15984270,2017-03-15,2017-03-22
"5359",15995218,2017-03-16,2017-03-23
"5360",16009873,2017-03-18,2017-03-25
"5361",16012702,2017-03-18,2017-03-25
"5362",16014403,2017-03-18,2017-03-25
"5363",16016458,2017-03-19,2017-04-18
"5364",16017356,2017-03-19,2017-03-26
"5365",16032008,2017-03-20,2017-03-27
"5366",16074500,2017-03-24,2017-03-31
"5367",16077616,2017-03-24,2017-03-31
"5368",16094618,2017-03-26,2017-04-02
"5369",16106582,2017-03-27,2017-04-03
"5370",16096382,2017-03-27,2017-04-03
"5371",16118358,2017-03-28,2017-04-04
"5372",16119794,2017-03-28,2017-04-04
"5373",16122229,2017-03-28,2017-04-04
"5374",16154331,2017-03-31,2017-04-07
"5375",16157054,2017-03-31,2017-04-07
"5376",16158506,2017-04-01,2017-04-08
"5377",16163735,2017-04-01,2017-04-08
"5378",16169312,2017-04-02,2017-04-09
"5379",16182375,2017-04-03,2017-04-10
"5380",16191895,2017-04-04,2017-04-11
"5381",16205835,2017-04-05,2017-04-12
"5382",16211713,2017-04-06,2017-04-13
"5383",16224735,2017-04-07,2017-04-14
"5384",16237216,2017-04-08,2017-04-15
"5385",15310176,2017-01-23,2017-01-30
"5386",15313816,2017-01-23,2017-01-30
"5387",15321952,2017-01-23,2017-01-30
"5388",15325372,2017-01-24,2017-01-31
"5389",15329818,2017-01-24,2017-01-31
"5390",15343821,2017-01-25,2017-02-01
"5391",15361053,2017-01-26,2017-02-25
"5392",15370962,2017-01-27,2017-02-03
"5393",15373729,2017-01-27,2017-02-03
"5394",15390243,2017-01-29,2017-02-05
"5395",15391031,2017-01-29,2017-02-05
"5396",15396731,2017-01-29,2017-02-05
"5397",15397028,2017-01-29,2017-02-05
"5398",15415113,2017-01-30,2017-02-06
"5399",15251640,2017-01-30,2017-02-06
"5400",15421173,2017-01-30,2017-02-06
"5401",15427828,2017-01-31,2017-02-07
"5402",15430985,2017-01-31,2017-02-07
"5403",15440839,2017-02-01,2017-02-08
"5404",15461138,2017-02-03,2017-02-10
"5405",15465935,2017-02-03,2017-02-10
"5406",15479222,2017-02-04,2017-02-11
"5407",16856190,2017-06-05,2017-07-05
"5408",16869378,2017-06-06,2017-07-06
"5409",16873254,2017-06-07,2017-07-07
"5410",16890960,2017-06-09,2017-07-09
"5411",16894398,2017-06-09,2017-07-09
"5412",16904372,2017-06-11,2017-07-11
"5413",16905253,2017-06-11,2017-07-11
"5414",16907443,2017-06-11,2017-07-11
"5415",16909114,2017-06-11,2017-07-11
"5416",16915442,2017-06-12,2017-07-12
"5417",16916502,2017-06-12,2017-07-12
"5418",16925678,2017-06-13,2017-07-13
"5419",16928348,2017-06-13,2017-07-13
"5420",16930167,2017-06-13,2017-07-13
"5421",16930267,2017-06-13,2017-07-13
"5422",16931841,2017-06-13,2017-07-13
"5423",16932434,2017-06-13,2017-07-13
"5424",16938226,2017-06-14,2017-07-14
"5425",16942416,2017-06-14,2017-07-14
"5426",16944111,2017-06-14,2017-07-14
"5427",16951971,2017-06-15,2017-07-15
"5428",16952058,2017-06-15,2017-07-15
"5429",16954518,2017-06-16,2017-07-16
"5430",16957333,2017-06-16,2017-07-16
"5431",16957511,2017-06-16,2017-07-16
"5432",16959981,2017-06-16,2017-07-16
"5433",16960874,2017-06-16,2017-07-16
"5434",16917430,2017-06-16,2017-07-16
"5435",16973490,2017-06-18,2017-07-18
"5436",16975933,2017-06-18,2017-07-18
"5437",16975966,2017-06-18,2017-07-18
"5438",16977607,2017-06-18,2017-07-18
"5439",16979905,2017-06-18,2017-07-18
"5440",16946352,2017-06-18,2017-07-18
"5441",16982185,2017-06-18,2017-07-18
"5442",16985699,2017-06-19,2017-07-19
"5443",16986801,2017-06-19,2017-07-19
"5444",16944982,2017-06-19,2017-07-19
"5445",16990236,2017-06-19,2017-07-19
"5446",16990859,2017-06-19,2017-07-19
"5447",16990873,2017-06-19,2017-07-19
"5448",16992288,2017-06-19,2017-07-19
"5449",16996113,2017-06-20,2017-07-20
"5450",10581685,2017-06-20,2017-07-20
"5451",17004579,2017-06-21,2017-06-28
"5452",16920924,2017-06-21,2017-06-28
"5453",17024445,2017-06-23,2017-06-30
"5454",17033584,2017-06-25,2017-07-25
"5455",17033895,2017-06-25,2017-07-25
"5456",17034271,2017-06-25,2017-07-02
"5457",17040243,2017-06-25,2017-07-02
"5458",17042688,2017-06-26,2017-07-03
"5459",17044118,2017-06-26,2017-07-03
"5460",17051769,2017-06-27,2017-07-04
"5461",17052584,2017-06-27,2017-07-04
"5462",17053472,2017-06-27,2017-07-04
"5463",17055056,2017-06-27,2017-07-04
"5464",17059274,2017-06-28,2017-07-05
"5465",17060543,2017-06-28,2017-07-05
"5466",17065456,2017-06-29,2017-07-06
"5467",17077985,2017-07-01,2017-07-08
"5468",17077990,2017-07-01,2017-07-08
"5469",17085415,2017-07-02,2017-08-01
"5470",17094364,2017-07-03,2017-07-10
"5471",17096617,2017-07-03,2017-07-10
"5472",14700941,2017-07-04,2017-07-11
"5473",17106370,2017-07-05,2017-07-12
"5474",17112707,2017-07-05,2017-08-04
"5475",17112896,2017-07-05,2017-08-04
"5476",17113108,2017-07-05,2017-08-04
"5477",17113090,2017-07-05,2017-08-04
"5478",17121209,2017-07-07,2017-07-14
"5479",17129467,2017-07-08,2017-07-15
"5480",17134449,2017-07-09,2017-07-16
"5481",17141508,2017-07-09,2017-07-16
"5482",17148118,2017-07-10,2017-07-17
"5483",17160527,2017-07-12,2017-08-11
"5484",17161501,2017-07-13,2017-08-12
"5485",17175857,2017-07-15,2017-07-22
"5486",17181530,2017-07-16,2017-08-15
"5487",17182356,2017-07-16,2017-07-23
"5488",17207809,2017-07-19,2017-07-26
"5489",17207821,2017-07-19,2017-08-18
"5490",17208342,2017-07-19,2017-07-26
"5491",17209008,2017-07-20,2017-07-27
"5492",17213711,2017-07-20,2017-07-27
"5493",17220800,2017-07-22,2017-07-29
"5494",17224678,2017-07-22,2017-07-29
"5495",17226662,2017-07-23,2017-08-22
"5496",17226694,2017-07-23,2017-08-22
"5497",17230350,2017-07-23,2017-07-30
"5498",17234217,2017-07-24,2017-07-31
"5499",17243623,2017-07-25,2017-08-01
"5500",17260239,2017-07-28,2017-08-04
"5501",17262222,2017-07-28,2017-08-04
"5502",17267310,2017-07-29,2017-08-05
"5503",17270593,2017-07-29,2017-08-05
"5504",17272201,2017-07-29,2017-08-05
"5505",17272939,2017-07-29,2017-08-05
"5506",17273074,2017-07-29,2017-08-05
"5507",17274297,2017-07-29,2017-08-05
"5508",13984623,2017-07-29,2017-08-05
"5509",17279708,2017-07-29,2017-08-05
"5510",17284562,2017-07-30,2017-08-06
"5511",17285694,2017-07-30,2017-08-06
"5512",17286044,2017-07-30,2017-08-06
"5513",17286340,2017-07-30,2017-08-06
"5514",17290000,2017-07-30,2017-08-06
"5515",17291994,2017-07-30,2017-08-06
"5516",17295266,2017-07-30,2017-08-06
"5517",17295882,2017-07-30,2017-08-06
"5518",17297243,2017-07-30,2017-08-06
"5519",17298927,2017-07-30,2017-08-06
"5520",17280045,2017-07-30,2017-08-06
"5521",17310795,2017-07-31,2017-08-07
"5522",17326745,2017-08-02,2017-08-09
"5523",17327009,2017-08-02,2017-08-09
"5524",17329638,2017-08-02,2017-08-09
"5525",17330669,2017-08-02,2017-08-09
"5526",17339949,2017-08-04,2017-08-11
"5527",17340440,2017-08-04,2017-08-11
"5528",17341149,2017-08-04,2017-08-11
"5529",16451743,2017-08-06,2017-08-13
"5530",17364325,2017-08-06,2017-08-13
"5531",17364914,2017-08-06,2017-08-13
"5532",17369430,2017-08-07,2017-08-14
"5533",17369737,2017-08-07,2017-08-14
"5534",17370103,2017-08-07,2017-08-14
"5535",17373595,2017-08-07,2017-08-14
"5536",17375056,2017-08-07,2017-08-14
"5537",17377667,2017-08-07,2017-08-14
"5538",17390213,2017-08-09,2017-08-16
"5539",17395729,2017-08-09,2017-08-16
"5540",17402192,2017-08-10,2017-08-17
"5541",17403264,2017-08-11,2017-08-18
"5542",17403806,2017-08-11,2017-08-18
"5543",11367054,2017-08-11,2017-08-18
"5544",16093407,2017-08-13,2017-08-20
"5545",17419871,2017-08-13,2017-08-20
"5546",17420847,2017-08-13,2017-08-20
"5547",17425188,2017-08-13,2017-08-20
"5548",17448638,2017-08-16,2017-08-23
"5549",17454233,2017-08-17,2017-08-24
"5550",17457493,2017-08-17,2017-08-24
"5551",17466663,2017-08-18,2017-08-25
"5552",17470025,2017-08-19,2017-08-26
"5553",17471759,2017-08-19,2017-08-26
"5554",17473121,2017-08-19,2017-08-26
"5555",17496179,2017-08-21,2017-08-28
"5556",17500328,2017-08-22,2017-08-29
"5557",17500429,2017-08-22,2017-08-29
"5558",17503973,2017-08-22,2017-08-29
"5559",17506946,2017-08-22,2017-08-29
"5560",17512370,2017-08-23,2017-08-30
"5561",17521990,2017-08-24,2017-08-31
"5562",17526919,2017-08-25,2017-09-24
"5563",17530942,2017-08-25,2017-09-01
"5564",17534261,2017-08-25,2017-09-01
"5565",17536687,2017-08-26,2017-09-02
"5566",17536806,2017-08-26,2017-09-02
"5567",17545050,2017-08-26,2017-09-02
"5568",17545685,2017-08-26,2017-09-25
"5569",17548370,2017-08-26,2017-09-25
"5570",17550162,2017-08-26,2017-09-02
"5571",17558681,2017-08-26,2017-09-02
"5572",17560939,2017-08-26,2017-09-02
"5573",17561279,2017-08-26,2017-09-02
"5574",17562398,2017-08-26,2017-09-02
"5575",17566986,2017-08-26,2017-09-02
"5576",17568993,2017-08-26,2017-09-25
"5577",17571554,2017-08-26,2017-09-02
"5578",17572430,2017-08-26,2017-09-02
"5579",17575923,2017-08-26,2017-09-25
"5580",17577356,2017-08-26,2017-09-02
"5581",17580659,2017-08-27,2017-09-03
"5582",17584463,2017-08-27,2017-09-03
"5583",17584281,2017-08-27,2017-09-03
"5584",17592213,2017-08-27,2017-09-03
"5585",17593429,2017-08-27,2017-09-03
"5586",17594893,2017-08-27,2017-09-03
"5587",17595985,2017-08-27,2017-09-26
"5588",17599001,2017-08-27,2017-09-03
"5589",17603069,2017-08-27,2017-09-26
"5590",17607726,2017-08-27,2017-09-26
"5591",17607766,2017-08-27,2017-09-03
"5592",17611373,2017-08-27,2017-09-03
"5593",17613605,2017-08-27,2017-09-03
"5594",17612372,2017-08-27,2017-09-03
"5595",17614675,2017-08-27,2017-09-03
"5596",17615352,2017-08-27,2017-09-03
"5597",17615623,2017-08-27,2017-09-03
"5598",17617409,2017-08-27,2017-09-03
"5599",17622741,2017-08-27,2017-09-03
"5600",17556347,2017-08-27,2017-09-03
"5601",17625158,2017-08-27,2017-09-03
"5602",17627052,2017-08-27,2017-09-03
"5603",17629335,2017-08-27,2017-09-03
"5604",17631215,2017-08-27,2017-09-03
"5605",17632162,2017-08-27,2017-09-03
"5606",17633740,2017-08-27,2017-09-03
"5607",17633515,2017-08-27,2017-09-03
"5608",17636730,2017-08-27,2017-09-03
"5609",17639838,2017-08-27,2017-09-03
"5610",17642057,2017-08-27,2017-09-03
"5611",17642309,2017-08-27,2017-09-03
"5612",17670902,2017-08-30,2017-09-06
"5613",17387335,2017-08-30,2017-09-06
"5614",17678000,2017-08-31,2017-09-07
"5615",15264858,2017-01-20,2017-01-27
"5616",17694744,2017-09-03,2017-09-10
"5617",17704749,2017-09-03,2017-09-10
"5618",17713719,2017-09-04,2017-09-11
"5619",17742118,2017-09-08,2017-09-15
"5620",17743710,2017-09-08,2017-09-15
"5621",17744937,2017-09-08,2017-09-15
"5622",17747583,2017-09-09,2017-09-16
"5623",17757152,2017-09-10,2017-09-17
"5624",17757338,2017-09-10,2017-09-17
"5625",17766800,2017-09-11,2017-09-18
"5626",17695696,2017-09-11,2017-09-18
"5627",17788638,2017-09-15,2017-09-22
"5628",17800719,2017-09-16,2017-09-23
"5629",17800792,2017-09-16,2017-09-23
"5630",17803388,2017-09-17,2017-10-17
"5631",17803737,2017-09-17,2017-09-24
"5632",17803791,2017-09-17,2017-10-17
"5633",17811095,2017-09-17,2017-09-24
"5634",17818408,2017-09-18,2017-09-25
"5635",14949856,2017-01-01,2017-01-08
"5636",14955016,2017-01-01,2017-01-08
"5637",14966638,2017-01-02,2017-01-09
"5638",14966823,2017-01-02,2017-01-09
"5639",14993908,2017-01-03,2017-01-10
"5640",15007470,2017-01-04,2017-01-11
"5641",15017743,2017-01-04,2017-01-11
"5642",15029539,2017-01-05,2017-01-12
"5643",15038876,2017-01-06,2017-01-13
"5644",15045213,2017-01-07,2017-01-14
"5645",14994553,2017-01-07,2017-01-14
"5646",15070249,2017-01-08,2017-01-15
"5647",15075685,2017-01-08,2017-01-15
"5648",15075807,2017-01-08,2017-01-15
"5649",15078200,2017-01-08,2017-01-15
"5650",15079231,2017-01-08,2017-01-15
"5651",15084368,2017-01-09,2017-01-16
"5652",15101247,2017-01-10,2017-01-17
"5653",15108705,2017-01-10,2017-01-17
"5654",15111090,2017-01-10,2017-01-17
"5655",15111796,2017-01-10,2017-01-17
"5656",15117673,2017-01-11,2017-01-18
"5657",15062394,2017-01-11,2017-01-18
"5658",15140183,2017-01-13,2017-01-20
"5659",15142649,2017-01-13,2017-01-20
"5660",15149607,2017-01-13,2017-01-20
"5661",15153907,2017-01-14,2017-01-21
"5662",15156596,2017-01-14,2017-01-21
"5663",15164949,2017-01-14,2017-01-21
"5664",15167963,2017-01-15,2017-01-22
"5665",15179330,2017-01-15,2017-01-22
"5666",15183042,2017-01-15,2017-01-22
"5667",15184367,2017-01-15,2017-01-22
"5668",15187740,2017-01-15,2017-01-22
"5669",15190374,2017-01-16,2017-01-23
"5670",15191354,2017-01-16,2017-01-23
"5671",15197456,2017-01-16,2017-01-23
"5672",15209201,2017-01-16,2017-01-23
"5673",15216412,2017-01-17,2017-01-24
"5674",11900997,2017-01-17,2017-01-24
"5675",15223625,2017-01-17,2017-01-24
"5676",15224786,2017-01-17,2017-01-24
"5677",15235370,2017-01-18,2017-01-25
"5678",15241404,2017-01-18,2017-01-25
"5679",13461945,2017-01-18,2017-01-25
"5680",15250837,2017-01-19,2017-01-26
"5681",15268116,2017-01-20,2017-01-27
"5682",15133270,2017-01-20,2017-01-27
"5683",15269776,2017-01-21,2017-01-28
"5684",15273600,2017-01-21,2017-01-28
"5685",15273844,2017-01-21,2017-01-28
"5686",15276063,2017-01-21,2017-01-28
"5687",15284790,2017-01-21,2017-02-20
"5688",15292241,2017-01-22,2017-01-29
"5689",15302698,2017-01-22,2017-01-29
"5690",15312195,2017-01-23,2017-01-30
"5691",15313362,2017-01-23,2017-01-30
"5692",15315857,2017-01-23,2017-01-30
"5693",15317906,2017-01-23,2017-02-22
"5694",15325502,2017-01-24,2017-01-31
"5695",15327394,2017-01-24,2017-01-31
"5696",15328669,2017-01-24,2017-01-31
"5697",15338051,2017-01-24,2017-01-31
"5698",15353705,2017-01-26,2017-02-02
"5699",15361806,2017-01-26,2017-02-02
"5700",15372156,2017-01-27,2017-02-03
"5701",15379332,2017-01-28,2017-02-04
"5702",15385524,2017-01-28,2017-02-04
"5703",15387554,2017-01-28,2017-02-04
"5704",15400292,2017-01-29,2017-02-05
"5705",15411181,2017-01-30,2017-02-06
"5706",15422057,2017-01-30,2017-02-06
"5707",15423089,2017-01-30,2017-02-06
"5708",15426470,2017-01-31,2017-02-07
"5709",15429821,2017-01-31,2017-02-07
"5710",15431007,2017-01-31,2017-02-07
"5711",15431903,2017-01-31,2017-02-07
"5712",15436406,2017-01-31,2017-02-07
"5713",15448122,2017-02-01,2017-02-08
"5714",15448342,2017-02-01,2017-02-08
"5715",15366994,2017-02-02,2017-02-09
"5716",15472100,2017-02-04,2017-02-11
"5717",15478031,2017-02-04,2017-03-06
"5718",16379416,2017-04-24,2017-05-01
"5719",16390553,2017-04-26,2017-05-03
"5720",16404972,2017-04-28,2017-05-05
"5721",16410187,2017-04-28,2017-05-05
"5722",16417935,2017-04-29,2017-05-06
"5723",16419435,2017-04-29,2017-05-06
"5724",16420442,2017-04-29,2017-05-06
"5725",16420906,2017-04-29,2017-05-06
"5726",16421894,2017-04-29,2017-05-06
"5727",16422024,2017-04-29,2017-05-06
"5728",16423050,2017-04-29,2017-05-06
"5729",16410697,2017-04-29,2017-05-06
"5730",16424125,2017-04-29,2017-05-06
"5731",16424180,2017-04-29,2017-05-06
"5732",16424482,2017-04-29,2017-05-06
"5733",16426568,2017-04-29,2017-05-06
"5734",16426553,2017-04-29,2017-05-06
"5735",16427484,2017-04-29,2017-05-06
"5736",16428302,2017-04-29,2017-05-06
"5737",16434398,2017-04-30,2017-05-07
"5738",16434811,2017-04-30,2017-05-07
"5739",16446248,2017-05-01,2017-05-08
"5740",16453758,2017-05-02,2017-05-09
"5741",16458022,2017-05-02,2017-05-09
"5742",16461133,2017-05-03,2017-05-10
"5743",16471369,2017-05-04,2017-05-11
"5744",16472653,2017-05-04,2017-05-11
"5745",16473816,2017-05-05,2017-05-12
"5746",16484148,2017-05-06,2017-05-13
"5747",16512762,2017-05-09,2017-05-16
"5748",16555286,2017-05-14,2017-05-21
"5749",16578198,2017-05-17,2017-05-24
"5750",16584380,2017-05-18,2017-06-17
"5751",16607129,2017-05-20,2017-06-19
"5752",16611295,2017-05-20,2017-06-19
"5753",16615563,2017-05-20,2017-06-19
"5754",16615644,2017-05-20,2017-06-19
"5755",16616056,2017-05-20,2017-06-19
"5756",16619254,2017-05-21,2017-06-20
"5757",16619798,2017-05-21,2017-06-20
"5758",16618951,2017-05-21,2017-06-20
"5759",16620969,2017-05-21,2017-06-20
"5760",16622401,2017-05-21,2017-06-20
"5761",16624636,2017-05-21,2017-06-20
"5762",16624710,2017-05-21,2017-06-20
"5763",16625289,2017-05-21,2017-06-20
"5764",16626157,2017-05-21,2017-06-20
"5765",16627065,2017-05-21,2017-06-20
"5766",16627367,2017-05-21,2017-06-20
"5767",16627529,2017-05-21,2017-06-20
"5768",16629473,2017-05-21,2017-06-20
"5769",16629663,2017-05-21,2017-06-20
"5770",16632237,2017-05-21,2017-06-20
"5771",16633585,2017-05-21,2017-06-20
"5772",16634812,2017-05-21,2017-06-20
"5773",16636199,2017-05-21,2017-06-20
"5774",16638274,2017-05-21,2017-06-20
"5775",16638630,2017-05-21,2017-06-20
"5776",16640702,2017-05-21,2017-06-20
"5777",16642466,2017-05-21,2017-06-20
"5778",16645635,2017-05-21,2017-06-20
"5779",16648637,2017-05-21,2017-06-20
"5780",16651241,2017-05-22,2017-06-21
"5781",16651039,2017-05-22,2017-06-21
"5782",11421498,2017-05-22,2017-06-21
"5783",16650817,2017-05-22,2017-06-21
"5784",16654266,2017-05-22,2017-06-21
"5785",16655689,2017-05-22,2017-06-21
"5786",16658403,2017-05-22,2017-06-21
"5787",16659731,2017-05-22,2017-06-21
"5788",16661010,2017-05-22,2017-06-21
"5789",16662041,2017-05-22,2017-06-21
"5790",16665140,2017-05-22,2017-06-21
"5791",16665826,2017-05-22,2017-06-21
"5792",16667923,2017-05-22,2017-06-21
"5793",16669110,2017-05-22,2017-06-21
"5794",16671405,2017-05-22,2017-06-21
"5795",16671824,2017-05-22,2017-06-21
"5796",16673655,2017-05-22,2017-06-21
"5797",16672723,2017-05-22,2017-06-21
"5798",16675553,2017-05-22,2017-06-21
"5799",16676330,2017-05-22,2017-06-21
"5800",16676410,2017-05-22,2017-06-21
"5801",16676471,2017-05-22,2017-06-21
"5802",16676302,2017-05-22,2017-06-21
"5803",16677094,2017-05-22,2017-06-21
"5804",16677199,2017-05-22,2017-06-21
"5805",16678107,2017-05-22,2017-06-21
"5806",16678388,2017-05-22,2017-06-21
"5807",16678631,2017-05-22,2017-06-21
"5808",16679778,2017-05-22,2017-06-21
"5809",16679892,2017-05-22,2017-06-21
"5810",16680444,2017-05-22,2017-06-21
"5811",16681595,2017-05-22,2017-06-21
"5812",16683484,2017-05-22,2017-06-21
"5813",16684461,2017-05-22,2017-06-21
"5814",16684940,2017-05-22,2017-06-21
"5815",16684959,2017-05-22,2017-06-21
"5816",16689729,2017-05-22,2017-06-21
"5817",16691467,2017-05-22,2017-06-21
